model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099587504,13,0.05,16,0,0,10550.679434905,0.000335972,100,105.829443,0.242061245,0.036409095,-0.018347734,44,10,1.62222825,4.092908047,20655.316341112,10399.234762401,""
ur10,6,2099587507,14,0.05,16,0,0,10834.905846149,0.030077663,100,111.9081,0.254591329,0.043542492,-0.008405476,44,3,0.622786314,3.617049685,37056.120118697,12320.549729373,""
ur10,6,2099587506,15,0.05,16,0,0,11751.437222658,0.012966318,100,113.854743,0.212933292,-0.038806786,-0.086190678,96,63,1.173942604,4.295366131,10254.557665466,12256.201326122,""
ur10,6,2099587501,16,0.05,16,0,0,10437.931997097,5.079348774,100,116.495254,0.213745469,-0.05339931,-0.064139676,169,55,0.699940847,3.973865743,15931.654370455,11580.78380187,""
ur10,6,2099587500,17,0.05,16,0,0,11573.59519599,0.054718321,100,118.906516,0.20127623,0.025228143,0.025228143,44,0,0.952544654,3.997215533,23998.610785927,13406.252531343,""
ur10,6,2099587503,18,0.05,16,1,0,11272.604504579,0.000000778,99,110.91049,0.229579072,0.047640478,0.041608382,7,0,1.336011858,4.242417019,9300.566792323,13407.637026965,""
ur10,6,2099587502,19,0.05,16,0,0,11349.144892046,0.55345006,100,118.461038,0.226950479,0.089609951,0.012342123,34,0,0.794824803,3.944282949,12980.060858778,12250.762689513,""
ur10,6,2099633659,0,0.08,2,0,0,813.691095085,0.19248299,100,94.21011,0.284455056,0.222179495,0.222179495,0,0,0.633056397,2.560372036,40866.591779483,8500.678587784,""
ur10,6,2099633658,1,0.08,2,0,0,457.207789987,0.018897364,100,93.677727,0.335561448,0.096936948,0.096936948,0,0,0.410302493,2.387047627,64733.833316906,6940.294281341,""
ur10,6,2099633657,2,0.08,2,0,0,1102.065469676,0.018680819,100,98.426255,0.378515484,0.223010144,0.180198161,0,0,0.597325019,3.187196342,56884.537719441,10119.433718383,""
ur10,6,2099633656,3,0.08,2,0,0,432.956669614,0.208467674,100,96.452679,0.412322947,0.016497586,-0.006232085,26,6,0.263369228,2.381881278,55567.505953335,6725.657398637,""
